acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,chemblId,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt
9.04,,4.94,4.96,5.29,CHEMBL192102,No,C22H16O2,312.36,1.0,No,,2.0,Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,NEUTRAL,INNGVLJQICTRAF-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,19,=,Homo sapiens,CHEMBL192102,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,1231.0,intermediate,Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1
9.59,,4.39,4.39,3.84,CHEMBL395308,No,C17H13NO2,263.29,0.0,No,,2.0,O\N=C\c1ccc(c2ccc(O)cc2)c3ccccc13,NEUTRAL,VYQQTWUZKPWPRL-WOJGMQOQSA-N,,Unspecified,CHEMBL891640,Inhibition of human ERalpha by radioligand binding assay,B,IC50,11,=,Homo sapiens,CHEMBL395308,"Bioorg. Med. Chem. Lett., (2007) 17:4:902",CHEMBL206,9,Estrogen receptor alpha,nM,95.0,active,ON=Cc1ccc(-c2ccc(O)cc2)c2ccccc12
6.99,,0.87,1.48,1.85,CHEMBL394788,No,C14H8N2O6,300.22,0.0,No,,2.0,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],NEUTRAL,MMSSTKJVONRGPX-UHFFFAOYSA-N,,Unspecified,CHEMBL888711,Inhibition of human LBD of of ERalpha,B,IC50,14,=,Homo sapiens,CHEMBL394788,"Bioorg. Med. Chem. Lett., (2007) 17:1:118",CHEMBL206,9,Estrogen receptor alpha,nM,21.0,active,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1[N+](=O)[O-]
6.19,,0.57,1.81,2.7,CHEMBL245133,No,C14H8BrNO4,334.12,0.0,No,,1.0,Oc1ccc(cc1)N2C(=O)c3cc(O)cc(Br)c3C2=O,ACID,HGXMNNAYYLSBJO-UHFFFAOYSA-N,,Unspecified,CHEMBL888711,Inhibition of human LBD of of ERalpha,B,IC50,18,=,Homo sapiens,CHEMBL245133,"Bioorg. Med. Chem. Lett., (2007) 17:1:118",CHEMBL206,9,Estrogen receptor alpha,nM,36.0,active,O=C1c2cc(O)cc(Br)c2C(=O)N1c1ccc(O)cc1
7.08,,1.14,1.63,2.18,CHEMBL234527,No,C15H11NO4,269.25,0.0,No,,2.0,COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,NEUTRAL,WNVIRFIGWFPBOS-UHFFFAOYSA-N,,Unspecified,CHEMBL888711,Inhibition of human LBD of of ERalpha,B,IC50,7,=,Homo sapiens,CHEMBL234527,"Bioorg. Med. Chem. Lett., (2007) 17:1:118",CHEMBL206,9,Estrogen receptor alpha,nM,3300.0,intermediate,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)cc1
8.46,,5.08,5.12,4.92,CHEMBL195208,No,C18H15FO2,282.31,0.0,No,,2.0,CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,NEUTRAL,QYUUNIHMDGHUKF-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,72,=,Homo sapiens,CHEMBL195208,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,113.0,active,CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12
7.01,,2.11,2.63,2.38,CHEMBL8145,No,C15H10O4,254.24,0.0,No,DAIDZEIN,1.0,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,NEUTRAL,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,,Unspecified,CHEMBL946607,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,daidzein,=,Homo sapiens,CHEMBL8145,"J. Nat. Prod., (2002) 65:12:1749",CHEMBL206,9,Estrogen receptor alpha,nM,17000.0,inactive,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
10.15,,5.63,5.63,5.27,CHEMBL195437,No,C14H22O,206.32,1.0,No,4-OCTYLPHENOL,7.0,CCCCCCCCc1ccc(O)cc1,NEUTRAL,NTDQQZYCCIDJRK-UHFFFAOYSA-N,"4-Octylphenol,4-Octyl-Phenol",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,4-OCTYLPHENOL,=,Homo sapiens,CHEMBL195437,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,27674.0,inactive,CCCCCCCCc1ccc(O)cc1
8.19,,4.38,4.45,4.35,CHEMBL435090,No,C16H15NO3,269.3,0.0,No,,3.0,CCCc1cc(O)ccc1c2noc3cc(O)ccc23,NEUTRAL,AYOBFLPNDIGWDB-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,45,=,Homo sapiens,CHEMBL435090,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,50.0,active,CCCc1cc(O)ccc1-c1noc2cc(O)ccc12
13.1,,4.94,4.94,5.11,CHEMBL1201151,Yes,C21H26O2,310.43,1.0,No,MESTRANOL,1.0,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,NEUTRAL,IMSSROKUHAOUJS-MJCUULBUSA-N,"EE3 ME,33355,MESTRANOL",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,MESTRANOL,=,Homo sapiens,CHEMBL1201151,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,18.0,active,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C
8.93,7.84,4.3,4.53,6.94,CHEMBL366928,No,C30H30N2O3S,498.64,1.0,No,,5.0,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C6CCCC6,NEUTRAL,XNGJGVJVIOZPEE-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2r,=,Homo sapiens,CHEMBL366928,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,1.08,active,O=C(c1ccc(N2CCN(C3CCCC3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
6.92,,3.79,4.84,4.85,CHEMBL192068,No,C16H9ClF2O2,306.69,0.0,No,,1.0,Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,NEUTRAL,AHELSLCUIPWEII-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,39,=,Homo sapiens,CHEMBL192068,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,519.0,active,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl
7.17,,3.0,3.54,3.61,CHEMBL360651,No,C13H8ClNO3,261.66,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3ccc(O)c(Cl)c3,NEUTRAL,XICYWCSTOINCBZ-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,39,=,Homo sapiens,CHEMBL360651,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,273.0,active,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1
8.7,,4.41,4.44,3.98,CHEMBL195878,No,C16H11FO2,254.26,0.0,No,,1.0,Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,NEUTRAL,MAFQDFZNSVYFEW-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,23,=,Homo sapiens,CHEMBL195878,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,24.0,active,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1
8.93,6.39,4.09,4.17,6.52,CHEMBL182237,No,C31H28N4O3S,536.64,2.0,No,,5.0,Cc1cc(C)nc(n1)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,NEUTRAL,VLKYUZYMXSVULD-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2s,=,Homo sapiens,CHEMBL182237,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,2.12,active,Cc1cc(C)nc(N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)n1
8.2,,2.59,2.68,2.95,CHEMBL365293,No,C13H9NO3,227.22,0.0,No,,1.0,Oc1ccc(c(O)c1)c2noc3ccccc23,NEUTRAL,JTGLWGSJTQMWBD-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,34,=,Homo sapiens,CHEMBL365293,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,6100.0,intermediate,Oc1ccc(-c2noc3ccccc23)c(O)c1
9.72,9.68,4.03,6.25,6.4,CHEMBL183086,No,C28H31NO4S,477.62,1.0,No,,7.0,CC[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,BASE,NWKCPPJDKLUHDY-KEKPKEOLSA-N,,Unspecified,CHEMBL832667,Inhibition of bindign to recombinant human estrogen receptor alpha,B,IC50,28,=,Homo sapiens,CHEMBL183086,"Bioorg. Med. Chem. Lett., (2005) 15:1:107",CHEMBL206,9,Estrogen receptor alpha,nM,1.2,active,CCC(CN1CCCC1)Oc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1
7.38,,3.72,4.11,4.06,CHEMBL426641,No,C17H9F2NO2,297.26,0.0,No,,1.0,Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,NEUTRAL,SBOATZBNXFFCER-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,59,=,Homo sapiens,CHEMBL426641,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,45.0,active,N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12
8.93,0.21,3.51,3.53,3.51,CHEMBL374799,No,C15H13ClN2O2,288.73,0.0,No,,3.0,OCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,NEUTRAL,HIFJTWWTIMWPIL-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,8g,=,Homo sapiens,CHEMBL374799,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,410.0,active,OCCn1nc(-c2ccc(O)cc2)c2cccc(Cl)c21
8.53,1.67,2.37,2.45,3.25,CHEMBL225349,No,C15H14N2O3,270.28,0.0,No,,2.0,CCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,NEUTRAL,FPECYZJXGMTZAF-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4b,=,Homo sapiens,CHEMBL225349,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,305.0,active,CCn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21
8.95,0.81,5.56,5.58,5.45,CHEMBL222434,No,C18H17ClN2O,312.79,1.0,No,,2.0,Oc1ccc(cc1)c2nn(C3CCCC3)c4c(Cl)cccc24,NEUTRAL,NDUBFDHNGRZGIL-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,11e,=,Homo sapiens,CHEMBL222434,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,18.0,active,Oc1ccc(-c2nn(C3CCCC3)c3c(Cl)cccc23)cc1
8.93,0.91,5.02,5.04,4.99,CHEMBL373743,No,C18H17FN2O,296.34,0.0,No,,2.0,Oc1ccc(cc1)c2nn(C3CCCC3)c4c(F)cccc24,NEUTRAL,IYPUUNMLLKLEOH-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,11f,=,Homo sapiens,CHEMBL373743,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,18.0,active,Oc1ccc(-c2nn(C3CCCC3)c3c(F)cccc23)cc1
7.01,,1.08,1.64,2.16,CHEMBL451496,No,C14H8FNO4,273.22,0.0,No,,1.0,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,NEUTRAL,XKWJJULMHVTYOH-UHFFFAOYSA-N,,Unspecified,CHEMBL888711,Inhibition of human LBD of of ERalpha,B,IC50,16,=,Homo sapiens,CHEMBL451496,"Bioorg. Med. Chem. Lett., (2007) 17:1:118",CHEMBL206,9,Estrogen receptor alpha,nM,53.0,active,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F
7.58,8.09,2.93,3.44,3.15,CHEMBL186643,No,C15H9F2NO3,289.23,0.0,No,,2.0,Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,NEUTRAL,GORQLKWDZKXABD-ARJAWSKDSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,118,=,Homo sapiens,CHEMBL186643,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,376.0,active,Oc1cc(C=CF)c2oc(-c3ccc(O)c(F)c3)nc2c1
9.72,6.75,5.27,5.36,5.47,CHEMBL362718,No,C26H27NO4S2,481.63,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCSCC5)cc4,NEUTRAL,VYCNOPRACOYUBB-IZZNHLLZSA-N,,Unspecified,CHEMBL831072,Binding potency for human ER alpha,B,IC50,2,=,Homo sapiens,CHEMBL362718,"Bioorg. Med. Chem. Lett., (2004) 14:15:3865",CHEMBL206,9,Estrogen receptor alpha,nM,1.5,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCSCC3)cc2)cc1
9.16,8.71,4.51,5.84,5.63,CHEMBL418327,No,C27H27NO4S,461.57,1.0,No,,6.0,Oc1ccc(cc1)C2=C(Oc3ccc(O)cc3S2)c4ccc(OCCN5CCCCC5)cc4,BASE,UVCNFCMLDVBLRS-UHFFFAOYSA-N,,Unspecified,CHEMBL679890,In vitro binding affinity for Estrogen receptor alpha in HEK293 cells,B,IC50,16,=,Homo sapiens,CHEMBL418327,"J. Med. Chem., (2004) 47:9:2171",CHEMBL206,9,Estrogen receptor alpha,nM,5.1,active,Oc1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)Oc3ccc(O)cc3S2)cc1
7.11,2.41,2.22,2.98,3.75,CHEMBL187207,No,C13H7BrFNO3,324.1,0.0,No,,1.0,Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(F)c3,NEUTRAL,GGHZQYDERZQJFP-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,93,=,Homo sapiens,CHEMBL187207,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,260.0,active,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1
9.25,9.72,3.17,5.43,6.62,CHEMBL181248,No,C30H34FNO4,491.59,1.0,No,,6.0,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCC[C@H]5C,BASE,IQWWKHVNEDNTHC-FSQCKCQLSA-N,,Unspecified,CHEMBL831077,Inhibition of estrogen receptor alpha,B,IC50,12F,=,Homo sapiens,CHEMBL181248,"Bioorg. Med. Chem. Lett., (2005) 15:6:1675",CHEMBL206,9,Estrogen receptor alpha,nM,0.7,active,CC1c2c(ccc(O)c2F)OC(c2ccc(OCC(C)N3CCCC3C)cc2)C1c1ccc(O)cc1
9.72,9.72,4.05,6.31,6.08,CHEMBL183371,No,C28H31NO4S,477.62,1.0,No,,6.0,CC1(C)CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,BASE,ZFDWXHMWRIPYFL-RRPNLBNLSA-N,,Unspecified,CHEMBL832667,Inhibition of bindign to recombinant human estrogen receptor alpha,B,IC50,13,=,Homo sapiens,CHEMBL183371,"Bioorg. Med. Chem. Lett., (2005) 15:1:107",CHEMBL206,9,Estrogen receptor alpha,nM,0.9,active,CC1(C)CCCN1CCOc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1
10.25,,4.09,4.09,5.28,CHEMBL439806,No,C23H18O,310.39,1.0,No,,1.0,Oc1ccc2CC3(Cc2c1)C(=Cc4ccccc34)c5ccccc5,NEUTRAL,SGBUUCIHANKAQI-UHFFFAOYSA-N,,Unspecified,CHEMBL677871,Binding affinity for Human Estrogen receptor-alpha,B,IC50,28,=,Homo sapiens,CHEMBL439806,"Bioorg. Med. Chem. Lett., (2003) 13:3:479",CHEMBL206,9,Estrogen receptor alpha,nM,58.0,active,Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21
9.72,9.11,3.02,4.66,5.1,CHEMBL121879,No,C26H28N2O3S,448.58,1.0,No,,3.0,CN1CCCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,BASE,PDIHJJKJNCYFNK-IZZNHLLZSA-N,,Unspecified,CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,IC50,11,=,Homo sapiens,CHEMBL121879,"Bioorg. Med. Chem. Lett., (2004) 14:14:3747",CHEMBL206,9,Estrogen receptor alpha,nM,3.6,active,CN1CCCN(c2ccc(C3Oc4ccc(O)cc4SC3c3ccc(O)cc3)cc2)CC1
6.48,,3.71,4.73,3.04,CHEMBL202996,No,C15H10O4S,286.3,0.0,No,THIOGENISTEIN,1.0,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,ACID,RPDMOSIZAIBSRV-UHFFFAOYSA-N,Thiogenistein,Unspecified,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,IC50,13,=,Homo sapiens,CHEMBL202996,"J. Med. Chem., (2006) 49:8:2440",CHEMBL206,9,Estrogen receptor alpha,nM,55883.0,inactive,Oc1ccc(-c2coc3cc(O)cc(O)c3c2=S)cc1
6.38,2.35,1.88,3.05,3.75,CHEMBL363705,No,C13H7BrFNO3,324.1,0.0,No,,1.0,Oc1ccc(cc1F)c2oc3cc(Br)c(O)cc3n2,ACID,GQECSPMMKQGAOD-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,88,=,Homo sapiens,CHEMBL363705,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,1210.0,intermediate,Oc1ccc(-c2nc3cc(O)c(Br)cc3o2)cc1F
7.49,,0.58,0.83,4.35,CHEMBL373095,No,C21H14O3,314.33,0.0,No,,2.0,Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)ccc4C2=O,NEUTRAL,OQCZSUMEBSHKBI-UHFFFAOYSA-N,,Unspecified,CHEMBL829337,Inhibition of human estrogen receptor alpha,B,IC50,33,=,Homo sapiens,CHEMBL373095,"Bioorg. Med. Chem. Lett., (2005) 15:12:3137",CHEMBL206,9,Estrogen receptor alpha,nM,10.0,active,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21
9.72,8.97,3.66,5.24,5.1,CHEMBL185480,No,C29H31NO6S,521.62,2.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CC5)OCCO6)cc4,BASE,FBRWJFIIKLEIOI-WUFINQPMSA-N,,Unspecified,CHEMBL831072,Binding potency for human ER alpha,B,IC50,6,=,Homo sapiens,CHEMBL185480,"Bioorg. Med. Chem. Lett., (2004) 14:15:3865",CHEMBL206,9,Estrogen receptor alpha,nM,2.0,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1
9.0,8.67,6.16,7.46,7.61,CHEMBL389683,No,C27H26BrNO3S,524.47,2.0,No,,7.0,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Br)cc5,BASE,FLWLHDOBICBSTN-UHFFFAOYSA-N,,Unspecified,CHEMBL904964,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,4,=,Homo sapiens,CHEMBL389683,"J. Med. Chem., (2007) 50:11:2682",CHEMBL206,9,Estrogen receptor alpha,nM,27.0,active,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1
9.12,8.67,4.95,6.25,6.51,CHEMBL449038,No,C29H29ClN2O4S,537.07,2.0,No,,9.0,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NC(=O)CCl)cc5,BASE,NXWNIQDCNWCKPB-UHFFFAOYSA-N,,Unspecified,CHEMBL904964,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,16,=,Homo sapiens,CHEMBL449038,"J. Med. Chem., (2007) 50:11:2682",CHEMBL206,9,Estrogen receptor alpha,nM,666.0,active,O=C(CCl)Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1
8.54,1.62,3.39,3.47,4.23,CHEMBL225022,No,C17H18N2O3,298.34,0.0,No,,4.0,CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,NEUTRAL,HGZSLWUFOGHPTM-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4e,=,Homo sapiens,CHEMBL225022,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,112.0,active,CCCCn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21
8.51,1.94,3.82,3.92,4.76,CHEMBL389393,No,C19H20N2O3,324.37,0.0,No,,2.0,Oc1ccc(c(O)c1)c2nn(C3CCCCC3)c4cc(O)ccc24,NEUTRAL,QMJSDDUXUCNLMV-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4f,=,Homo sapiens,CHEMBL389393,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,443.0,active,Oc1ccc(-c2nn(C3CCCCC3)c3cc(O)ccc23)c(O)c1
9.72,8.87,3.2,4.72,4.99,CHEMBL360802,No,C27H29NO5S,479.59,0.0,No,,7.0,OC[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,BASE,CEFNIUUIIQIRMU-JAMKYWPSSA-N,,Unspecified,CHEMBL831072,Binding potency for human ER alpha,B,IC50,14,=,Homo sapiens,CHEMBL360802,"Bioorg. Med. Chem. Lett., (2004) 14:15:3865",CHEMBL206,9,Estrogen receptor alpha,nM,2.0,active,OCC1CCCN1CCOc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1
9.72,8.93,2.79,4.04,4.5,CHEMBL332625,No,C24H24N2O3S,420.52,0.0,No,,3.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCNCC5,BASE,ODYADVKZTZANGH-BJKOFHAPSA-N,,Unspecified,CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,IC50,7,=,Homo sapiens,CHEMBL332625,"Bioorg. Med. Chem. Lett., (2004) 14:14:3747",CHEMBL206,9,Estrogen receptor alpha,nM,4.4,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(N3CCNCC3)cc2)cc1
7.32,,4.49,4.84,4.52,CHEMBL194936,No,C16H11BrO2,315.16,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,NEUTRAL,IPBYYNRPJBGKET-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,16,=,Homo sapiens,CHEMBL194936,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,266.0,active,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1
8.1,,3.25,3.39,3.86,CHEMBL192154,No,C17H10FNO2,279.27,0.0,No,,1.0,Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,NEUTRAL,NSSOSHDCWCMNDM-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,47,=,Homo sapiens,CHEMBL192154,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,210.0,active,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12
,,5.58,5.58,4.16,CHEMBL369991,No,C22H34O2,330.5,0.0,No,,2.0,CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,NEUTRAL,XWXPYFOXMZUJSC-CFFQFHGKSA-N,,Unspecified,CHEMBL865276,Binding affinity to human ERalpha,B,IC50,14,=,Homo sapiens,CHEMBL369991,"Bioorg. Med. Chem. Lett., (2006) 16:4:834",CHEMBL206,9,Estrogen receptor alpha,nM,3042.0,intermediate,CCC=CC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12
